id,hari,tanggal,bulan,tahun,judul,kota,deteksi_kendaraan,model_kendaraan,kondisi
6124114,Senin,13,6,2022.0,Tragis! Pesepakbola Timnas Aljazair Tewas Kecelakaan Mobil usai Bertanding,Jakarta,"mobil, bus",sedan,tewas
6124009,Senin,13,6,2022.0,Awas Ditilang! Ini Aksesori yang Haram buat Sepeda Motor,Jakarta,"motor, truk, bus",,"tewas, selamat"
6122538,Sabtu,11,6,2022.0,Bus Seruduk Mobil di Tol Sidoarjo hingga Kecelakaan Beruntun 7 Kendaraan,Sidoarjo,bus,sedan,tewas
6122528,Sabtu,11,6,2022.0,Kecelakaan Beruntun Libatkan 5 Mobil di Tol Jagorawi,Bogor,mobil,sedan,tewas
6122500,Sabtu,11,6,2022.0,Bupati Yahukimo Tegaskan Pemekaran Tak Bikin Orang Papua Tersisih,Jakarta,"mobil, truk, bus",,
6122424,Sabtu,11,6,2022.0,"Truk Trailer Tabrak Motor di Jakut, 1 Orang Tewas",Jakarta,"motor, truk",kontainer,tewas
6122391,Sabtu,11,6,2022.0,"Mobil Terbakar Usai Tabrakan di Tol Cipali, 3 Orang Tewas",Majalengka,"mobil, bus","minibus, sedan",tewas
6121487,Sabtu,11,6,2022.0,"Anak Komut Bank Dikeroyok 20 Orang di Kafe Jogja, Libatkan 2 Perwira Polisi",Solo,mobil,sedan,
6120990,Jumat,10,6,2022.0,Skenario Kecelakaan Wahyu cs demi Klaim Asuransi Rp 15 M Berujung Gagal Total,Bekasi,"mobil, motor",,tewas
6120645,Jumat,10,6,2022.0,"Sepeda 'Sultan' Hancur Ditabrak Pemotor Lawan Arah, Siapa Ganti Rugi?",Jakarta,motor,,
6120532,Jumat,10,6,2022.0,"Ini Tampang Wahyu, Otak Perekayasa Kecelakaan demi Klaim Asuransi Rp 15 M",Bekasi,motor,,
6119931,Jumat,10,6,2022.0,"Adu Banteng Suzuki Spin Vs Xenia di Ponorogo, Pemotor Tewas di Lokasi",Ponorogo,"mobil, motor, bus",sedan,tewas
6119929,Jumat,10,6,2022.0,"2 Truk Terlibat Tabrakan di Paluta, 1 Sopir Tewas",Padang Lawas Utara,"mobil, truk, bus",,selamat
6119878,Jumat,10,6,2022.0,"Kurang Jaga Jarak, 4 Mobil Tabrakan Beruntun di Km 38 Tol Jatiwarna",Bekasi,"mobil, truk, bus","minibus, pikap",tewas
6119439,Kamis,9,6,2022.0,"Kontainer Terperosok di Km 19 Tol Cikampek, Lalin ke Jakarta Macet!",Jakarta,"motor, truk",kontainer,
6119006,Kamis,9,6,2022.0,"Truk Muatan Kawat Paku Kejeblos Saluran Air di Jakbar, Diduga Overload",Jakarta,truk,,
6118858,Kamis,9,6,2022.0,Otak Perekayasa Tabrak Lari demi Klaim Asuransi di Bekasi Menyerahkan Diri,Bekasi,"mobil, motor",,
6118629,Kamis,9,6,2022.0,Wanita Cimahi Nangis dan Tunjukkan KIS saat akan Ditilang Polisi,Cimahi,"mobil, motor",,
6118090,Kamis,9,6,2022.0,"Viral! Terobos Lampu Merah, Truk Seruduk Mobil di Palembang",Palembang,"mobil, truk",sedan,
6118021,Kamis,9,6,2022.0,"Truk Gandeng Muat Tebu Terguling di Blitar, Lalin Tersendat",Blitar,truk,"sedan, pikap",
6117515,Kamis,9,6,2022.0,"Warga Pasuruan Jatim Kecelakaan di Badung, Kepala Pecah-Tewas",Badung,"mobil, motor",sedan,tewas
6116828,Kamis,9,6,2022.0,55 Kendaraan di Cimahi Terjaring Operasi Gabungan,Cimahi,"truk, bus",angkot,
6117530,Rabu,8,6,2022.0,"Kecelakaan, Pria di Pekanbaru Dapat Perawatan Rp 7,5 M dari BPJAMSOSTEK",Jakarta,motor,,cedera
6116735,Rabu,8,6,2022.0,"Laka Maut di Badung, Pemotor Wanita Tewas di Lokasi",Badung,"mobil, motor",,tewas
6116552,Rabu,8,6,2022.0,"Mobil Tabrak 3 Motor di Cileungsi Bogor, 2 Orang Tewas dan 1 Luka",Bogor,"motor, bus, kereta",minibus,tewas
6116452,Rabu,8,6,2022.0,Nenek di Manonjaya Tewas Tertabrak Kereta Usai Pulang Ngaji,Tasikmalaya,"mobil, kereta",,tewas
6116370,Rabu,8,6,2022.0,"Setop! Konten Konyol Remaja Hadang Truk Berujung Maut, Sopir Bisa Dipenjara?",Jakarta,"mobil, truk",sedan,"tewas, selamat"
6116040,Rabu,8,6,2022.0,Mobil Ringsek Hantam Tiang APILL Usai Tabrakan dengan Taksi di Thamrin,Jakarta,"mobil, motor, kereta","sedan, taksi",tewas
6115982,Rabu,8,6,2022.0,Ulah Kopda Andreas Tabrak Handi-Salsa Burujung Vonis 6 Bulan Bui,Bandung,"mobil, motor",sedan,
6115931,Rabu,8,6,2022.0,Terobos Palang Pintu Kereta: Ancaman Denda Rp 750.000 dan Risiko Kematian,Jakarta,"motor, bus, kereta",sedan,"tewas, cedera"
6115784,Rabu,8,6,2022.0,Truk Muatan Pakan Ikan dan Ayam Terguling di Pusuk Lombok Utara,Lombok Utara,"mobil, motor, truk","sedan, tronton",tewas
6115455,Rabu,8,6,2022.0,"Korlantas Polri Akan Gelar Operasi Patuh 13-26 Juni 2022, Tidak Ada Tilang Manual",Jakarta,mobil,,selamat
6115659,Selasa,7,6,2022.0,Polisi Subang Larang Odong-odong Beroperasi di Jalan Raya,Subang,kereta,,selamat
6115587,Selasa,7,6,2022.0,Mobil Pajero Tabrak Motor hingga Terbakar di Grogol Sukoharjo,Sukoharjo,"mobil, motor, bus",sedan,
6115441,Selasa,7,6,2022.0,"Kecelakaan gegara Lubang Jalan di Pantura Rembang, 1 Pemotor Tewas",Rembang,motor,,"tewas, cedera"
6115369,Selasa,7,6,2022.0,Terungkap! Speedometer Mobil yang Tabrak Handi-Salsa Rusak,Bandung,"mobil, motor, truk",,
6115268,Selasa,7,6,2022.0,Keluarga Lega Kolonel Priyanto Dihukum Seumur Hidup,Bandung,motor,,
6115109,Selasa,7,6,2022.0,Hakim: Loyalitas Kopda Andreas Dwi Atmoko Tak Pantas Dicontoh,Bandung,motor,,
6115025,Selasa,7,6,2022.0,Alasan Hakim Hukum Ringan Kopda Andreas di Kasus Handi-Salsa,Bandung,"mobil, motor, truk, kereta",sedan,tewas
6114798,Selasa,7,6,2022.0,"Kendarai Motor Saat Mabuk, Pemuda Tulungagung Tewas Tabrak Pohon",Tulungagung,"motor, truk",,tewas
6114766,Selasa,7,6,2022.0,Polisi Ungkap Kronologi Kecelakaan Maut Motor Vs Bus Trans Semarang,Semarang,"motor, bus",sedan,tewas
6114665,Selasa,7,6,2022.0,Kesaksian Security Saat Penyerempet Motor Ngaku Istri Jenderal Memaki Korban,Sidoarjo,"mobil, motor",sedan,
6114636,Selasa,7,6,2022.0,Jalur Menuju Cadas Pangeran Tersendat 2 Km gegara Truk Terguling,Bandung,"mobil, motor, truk","sedan, tronton",
6114601,Selasa,7,6,2022.0,"Pria Karawang Tewas Tersambar Kereta, Polisi: Murni Kecelakaan",Karawang,"motor, kereta",sedan,"tewas, selamat"
6114406,Selasa,7,6,2022.0,"Pemotor Tertabrak Kereta di Karawang, Ini Cara Aman Nyeberang Rel",Jakarta,"mobil, motor, kereta",,"tewas, cedera"
6114397,Selasa,7,6,2022.0,Kopda Andreas Divonis 6 Bulan Bui di Kasus Tabrak Handi-Salsa,Jakarta,motor,,
6114337,Selasa,7,6,2022.0,Jejak Sadis Kolonel Priyanto Bunuh Sejoli hingga Divonis Seumur Hidup Bui,Jakarta,"mobil, truk",,
6114260,Selasa,7,6,2022.0,"Gagal Nyalip, Pemotor di Tangerang Tewas Terlindas Truk",Tangerang,"motor, truk, kereta",,tewas
6114197,Selasa,7,6,2022.0,"Tabrak Handi-Salsa, Kopda Andreas Dwi Atmoko Divonis 6 Bulan Bui",Bandung,"mobil, motor",sedan,
6114134,Selasa,7,6,2022.0,Viral Momen Mengerikan Pemotor Terobos Perlintasan-Tertabrak Kereta di Karawang,Jakarta,"motor, kereta",sedan,"tewas, cedera"
6113409,Senin,6,6,2022.0,"Pikap Pecah Ban Terguling, Muatan Ikan Teri Berceceran di Raya Paspro",Pasuruan,"truk, bus",pikap,selamat
6113258,Senin,6,6,2022.0,Viral Anggota Polisi Bandung Nyaris Terhantam Truk Oleng di Nagreg,Bandung,"mobil, truk",,"tewas, selamat"
6112822,Senin,6,6,2022.0,Polisi Tak Akan Terapkan Tilang Manual Saat Gelar Operasi Patuh 2022,Jakarta,"mobil, motor",sedan,selamat
6112663,Senin,6,6,2022.0,"Diduga Rem Blong, Truk Tronton Tabrak Mobil Boks-Motor di Sumedang",Sumedang,"mobil, motor, truk",tronton,
6112189,Senin,6,6,2022.0,Hati-hati! Marak Monyet Menyeberang Jalan di Jalur Pantai Gunungkidul,Gunungkidul,motor,sedan,
6111985,Senin,6,6,2022.0,"Bus Rombongan Peziarah Jatuh ke Jurang di India, 22 Orang Tewas",Jakarta,bus,sedan,"tewas, selamat"
6111627,Minggu,5,6,2022.0,"Terlibat Tabrakan, Dua Pengendara Sepeda Motor di Siantar Tewas",Simalungun,"motor, truk",,tewas
6111389,Minggu,5,6,2022.0,"Ribut Pengendara Pelat RFH Berawal dari Serempetan, Ini Etika Menyalip",Jakarta,mobil,sedan,selamat
6111299,Minggu,5,6,2022.0,"Niat Nyalip Truk, Pengendara Motor Tewas di Deli Serdang",Lubukpakam,motor,,
6111047,Minggu,5,6,2022.0,Mobil Tabrak 2 Motor-Pembatas Jalur Sepeda di Sudirman Dini Hari Tadi,Jakarta,"mobil, motor",sedan,tewas
6110251,Sabtu,4,6,2022.0,"Truk Terguling di Cijeruk Bogor, Lalu Lintas Sempat Tersendat",Jakarta,"mobil, motor, truk, bus",sedan,"tewas, terluka"
6109708,Sabtu,4,6,2022.0,"Tabrak Tiang Lampu Depan Mal Graha Cijantung Jaktim, Pemotor Tewas",Jakarta,"motor, truk",,tewas
6109615,Sabtu,4,6,2022.0,Polisi Hentikan Penyidikan Kasus Pengendara Tewaskan Remaja di Minut,Minahasa Utara,motor,,tewas
6109591,Jumat,3,6,2022.0,"Jasa Raharja Luncurkan JRcare, Aplikasi Pedoman Korban Laka buat RS",Jakarta,bus,,
6108281,Jumat,3,6,2022.0,"Formula E Digelar Besok, Polisi Imbau Masyarakat Hindari Kawasan Ancol",Jakarta,mobil,,
6108018,Jumat,3,6,2022.0,"Gagal Salip Kendaraan di Depannya, Pemotor Tewas Terlindas Truk di Jakut",Jakarta,"motor, truk",angkot,tewas
6107638,Kamis,2,6,2022.0,Remaja Bandung Alami Luka Berat Usai Coba Hentikan Truk,Bandung,truk,,selamat
6107492,Kamis,2,6,2022.0,Polres Gresik akan Tertibkan Sepeda Listrik Jika Langgar Aturan Ini,Gresik,motor,sedan,selamat
6107289,Kamis,2,6,2022.0,Tersangka Kecelakaan Bus Ardiansyah di Tol Mojokerto Didakwa 4 Pasal,Mojokerto,"motor, truk, bus",sedan,"tewas, selamat"
6106796,Kamis,2,6,2022.0,"Rekonstruksi Kecelakaan, Saksi Bongkar Kecepatan Gila Bus Ardiansyah",Mojokerto,"truk, bus",sedan,"tewas, selamat"
6106629,Kamis,2,6,2022.0,"3 Adegan Kecelakaan Maut Tol Mojokerto Direkonstruksi, Apa Hasilnya?",Mojokerto,"truk, bus",sedan,"tewas, selamat"
6106626,Kamis,2,6,2022.0,"Tabrakan Motor Vs Angkot di Bogor: 1 Orang Tewas, 2 Luka-luka",Bogor,motor,"pikap, angkot",tewas
6106130,Kamis,2,6,2022.0,Tabrakan Beruntun di Sibolangit Berawal dari Truk Rem Blong,Medan,"mobil, motor, truk",tronton,
6106090,Kamis,2,6,2022.0,"Truk Nyangkut Separator di Km 8 Tol Jagorawi, Lalin ke Jakarta Macet",Jakarta,"mobil, truk",,terluka
6105944,Kamis,2,6,2022.0,"Tabrakan Beruntun di Sibolangit, 5 Orang Luka-luka",Tanah Karo,"mobil, truk",tronton,
6106005,Kamis,2,6,2022.0,"Tabrakan Beruntun di Sibolangit, Polisi Berlakukan Buka Tutup Jalur",Jakarta,"mobil, truk",,tewas
6105481,Rabu,1,6,2022.0,"Banyak Kecelakaan, Pemotor Diminta Berkendara Pelan Sambil Lihat Pemandangan",Jakarta,motor,,selamat
6105469,Rabu,1,6,2022.0,Pemotor Tewas Usai Tabrakan dengan Truk di Jonggol Bogor,Jakarta,"motor, truk, bus",,tewas
6105384,Rabu,1,6,2022.0,"Nahas, Influencer Meninggal Dunia saat Touring Brazil-Alaska Naik VW Beetle",Jakarta,mobil,,"tewas, selamat"
6105148,Rabu,1,6,2022.0,"Truk Tangki Terguling di Tol Jombang: Solar Tumpah, Sopir-Kernet Terluka",Jombang,"motor, truk",sedan,tewas
6105003,Rabu,1,6,2022.0,Kala Bus Sugeng Rahayu Ugal-ugalan hingga Terguling di Madiun,Madiun,"motor, truk, bus",,
6104036,Selasa,31,5,,Truk yang Terjun ke Sungai Biluk Poh Jembrana Dievakuasi 3 Jam,Jembrana,"motor, truk",,selamat
6103499,Selasa,31,5,,Bus Sugeng Rahayu Ugal-ugalan Terguling di Jalan Madiun-Surabaya,Madiun,bus,"minibus, pikap",tewas
6103271,Selasa,31,5,,"Ngebut, Pemotor RX King di Tangerang Tewas Usai Tabrak Pembatas Jalan",Tangerang,"mobil, motor, truk",,tewas
6103183,Selasa,31,5,,Jalur Bogor-Sukabumi Akan Dibuka Tutup Imbas Truk Terguling,Sukabumi,truk,sedan,
6102704,Selasa,31,5,,Truk Tabrak Warga di Sukabumi hingga Tewas,Sukabumi,truk,sedan,tewas
6102932,Selasa,31,5,,Mobil Elf Kecelakaan di Tol Cipali KM 151 Arah Jakarta,Jakarta,mobil,sedan,
6102217,Senin,30,5,,Viral Biji Jagung Tumpah di Jembatan Jadi Rebutan Warga Pasuruan,Pasuruan,"motor, truk",,
6101467,Senin,30,5,,"Pria Pemotor Terserempet Truk di Jakut, Ibu yang Diboncengnya Tewas",Jakarta,"mobil, motor, truk",,selamat
6101445,Senin,30,5,,"Tabrakan Motor di Bogor, Satu Pengendara Meninggal di Tempat",Bogor,"motor, truk",angkot,tewas
6101335,Senin,30,5,,"Moge Saya Dipinjem Teman dan Rusak karena Kecelakaan, Siapa yang Perbaiki?",Jakarta,motor,sedan,
6101062,Minggu,29,5,,Seorang Biker Tewas Tertabrak Truk di Jalur Lamongan-Mojokerto,Lamongan,"motor, truk",sedan,"tewas, meninggal"
6100627,Minggu,29,5,,Sopir Travel Tabrak Truk Parkir di Jembrana Jadi Tersangka-Ditahan,Jembrana,"mobil, motor, truk, bus",sedan,"tewas, selamat"
6100559,Minggu,29,5,,Sopir Pajero Tersangka Kecelakaan Maut Depan Menara Saidah Masih Dirawat,Jakarta,"mobil, motor",sedan,
6100125,Minggu,29,5,,Pelajar di Blitar Tabrak Seorang Kakek Hingga Tewas,Kota Blitar,motor,sedan,tewas
6100089,Minggu,29,5,,Serba-serbi Aturan Saat Ganjil Genap di 26 Lokasi 'Diaktifkan' Lagi,Jakarta,mobil,sedan,
6099899,Sabtu,28,5,,Kebakaran Hunian Liar Berdampak Jembatan Juwana Rusak Parah,Solo,"mobil, truk",sedan,kritis
6099770,Sabtu,28,5,,Kakek Pemotor Tewas Tertabrak Mobil di Jalan Solo-Semarang Boyolali,Boyolali,"mobil, motor",pikap,tewas
6099500,Sabtu,28,5,,"Ada Truk Terguling, Lalu Lintas di Bubulak Bogor Macet",Bogor,truk,kontainer,
6099496,Sabtu,28,5,,"Motor di Bogor Tabrak Angkot Usai Gagal Nyalip Truk, Penumpang Tewas",Jakarta,"mobil, motor, truk",,tewas
6099478,Sabtu,28,5,,"Sopir Mengantuk, Truk Tabrak Median Jalan di Tol Japek",Jakarta,truk,kontainer,
6099452,Sabtu,28,5,,"Truk Terguling di Jakbar Berhasil Dievakuasi, Lalin Mulai Lancar",Jakarta,truk,kontainer,
6099290,Sabtu,28,5,,Polisi Kantongi Identitas Pelaku Tabrak Lari Wartawan di Kuningan!,Jakarta,"mobil, motor",sedan,tewas
6099218,Sabtu,28,5,,Polisi Ungkap Penyebab Truk Terguling hingga Tutupi Jalan di Jakbar,Jakarta,"mobil, motor, truk, bus",kontainer,
6099195,Sabtu,28,5,,Penampakan Truk Terguling Melintang di Jakbar hingga Tutupi Jalan,Jakarta,"mobil, motor, truk, bus","minibus, kontainer, pikap",
6099144,Sabtu,28,5,,"Evakuasi Truk Terguling di Layang Grogol Tak Kelar Semalaman, Lalin Padat",Jakarta,truk,kontainer,
6099104,Sabtu,28,5,,Pikap Terbalik Gegara Ditabrak Minibus di Tol Jagorawi Km 45,Jakarta,"mobil, motor, truk",pikap,
6099022,Sabtu,28,5,,Kecelakaan Maut Menara Saidah Berujung Sopir Pajero Jadi Tersangka,Jakarta,"mobil, motor",,tewas
6098912,Sabtu,28,5,,7 Tentara India Tewas Kecelakaan di Perbatasan China yang Disengketakan,Jakarta,"mobil, motor, bus",,tewas
6098761,Jumat,27,5,,"Kontainer Terguling di Jalan Layang Grogol Arah Tomang, Lalin Macet",Jakarta,truk,"kontainer, sedan",
6098632,Jumat,27,5,,Totolan 3 Kendaraan Bikin Tol Surabaya Arah Porong Padat Merayap,Sidoarjo,"mobil, truk",sedan,
6098618,Jumat,27,5,,Pemobil Ugal-ugalan hingga Senggol Motor di Semarang Ditangkap!,Semarang,"mobil, motor",,"tewas, kritis"
6098601,Jumat,27,5,,"Minibus Rombongan Pelajar Masuk Jurang di Sukabumi, 1 Orang Tewas",Sukabumi,bus,minibus,"tewas, cedera"
6098388,Jumat,27,5,,Pemotor di Bekasi Tewas Akibat Terjatuh Usai Gagal Salip Truk,Jakarta,"mobil, motor, truk",,tewas
6097966,Jumat,27,5,,"Sering Disepelekan, Kelelahan Penyebab 80% Kecelakaan di Jalan",Jakarta,"mobil, motor, truk, bus",,"tewas, selamat"
6097219,Jumat,27,5,,Duka Keluarga Rakha-Nova Korban Tewas Kecelakaan Depan Menara Saidah,Jakarta,"mobil, motor",taksi,"tewas, selamat"
6097119,Jumat,27,5,,"Tahun 2022, Angka Kecelakaan di Tabanan Meningkat",Tabanan,"mobil, motor",sedan,selamat
6096794,Kamis,26,5,,Kecelakaan Tunggal di Gerokgak Tewaskan Satu Pemotor,Buleleng,motor,sedan,selamat
6096671,Kamis,26,5,,"Kecelakaan Depan Menara Saidah Tewaskan Pasutri, Ini Info Terbarunya",Jakarta,"mobil, motor",taksi,"tewas, selamat"
6096468,Kamis,26,5,,"Periksa 5 Saksi, Polisi Masih Usut Penyebab Kecelakaan Depan Menara Saidah",Jakarta,"mobil, motor",sedan,tewas
6096448,Kamis,26,5,,Polisi Ungkap Hasil Penyelidikan Awal Kecelakaan Maut di Jembrana,Jembrana,"mobil, truk, bus","minibus, sedan",tewas
6095869,Kamis,26,5,,5 Fakta Kecelakaan Maut Depan Menara Saidah Berujung Sopir Pajero Diamankan,Jakarta,"mobil, motor, bus",taksi,"tewas, selamat"
6095802,Kamis,26,5,,Polda Metro Selidiki Penyebab Kecelakaan Maut di Depan Menara Saidah,Jakarta,"mobil, motor",,tewas
6095756,Rabu,25,5,,Ada Balita Jadi Korban Luka Tabrakan Beruntun di Depan Menara Saidah,Jakarta,"mobil, motor",,tewas
6095741,Rabu,25,5,,3 Mobil-5 Motor Terlibat Kecelakaan Maut Depan Menara Saidah Jaksel,Jakarta,"mobil, motor",taksi,tewas
6095735,Rabu,25,5,,Polisi Amankan Sopir Pajero Terkait Tabrakan Maut di Depan Menara Saidah,Jakarta,mobil,,"tewas, selamat"
6095725,Rabu,25,5,,Detik-detik Mencekam Kecelakaan Maut di Depan Menara Saidah Jaksel,Jakarta,"mobil, motor, bus",taksi,"tewas, selamat"
6095695,Rabu,25,5,,"Kecelakaan Beruntun di Depan Menara Saidah Jaksel, 2 Orang Tewas",Jakarta,"mobil, motor, truk, bus",sedan,tewas
6095559,Rabu,25,5,,Malaysia Bakal Wajibkan Motor 150 cc ke Atas Pakai Rem ABS,Jakarta,"mobil, motor",,selamat
6095399,Rabu,25,5,,2 Pria Meninggal di Parit Sidoarjo Sempat Pesta Miras Sebelum Tewas,Sidaorjo,motor,,tewas
6095294,Rabu,25,5,,"Ambulans Dihalangi Mobil Pelat Diplomatik, Ini Aturan Kendaraan Prioritas",Jakarta,mobil,sedan,tewas
6095114,Rabu,25,5,,"Pria Tewas Tergeletak di Jalanan Bekasi, Diduga Korban Tabrak Lari",Bekasi,bus,sedan,
6094967,Rabu,25,5,,Menengok Jalan Rusak Tanjungpura-Rengasdengklok Karawang,Karawang,mobil,,
6094346,Rabu,25,5,,Kuburan Para Saksi Bisu Petaka Jalanan di Jabar,Bandung,"mobil, truk, bus","minibus, pikap",tewas
6094363,Rabu,25,5,,Pilu Keluarga Menatap Bangkai Mobil di 'Kuburan' Cipularang,Purwakarta,mobil,,
6094048,Rabu,25,5,,Cerita Barisan Bangkai Mobil Bersemayam di SPBU Ciamis,Ciamis,"mobil, motor, truk, bus","minibus, sedan, tronton","tewas, selamat"
6093998,Rabu,25,5,,Fakta dan Data di Balik Bangkai Mobil Huni Pos 10 Cepu Cianjur,Cianjur,"mobil, bus",sedan,selamat
6094144,Rabu,25,5,,Biker di Lamongan Tewas Usai Jatuh dan Terlindas Truk Trailer,Lamongan,"motor, truk, bus",,"tewas, terluka"
6093839,Selasa,24,5,,"Kolonel Priyanto Bela Diri Lagi, Tepis Bunuh Salsa dan Handi",Jakarta,"mobil, motor",sedan,
6093714,Selasa,24,5,,"Jembatan Juwana Pati Ditutup Imbas Kebakaran, Ini Jalur Alternatifnya",Pati,mobil,sedan,
6093449,Selasa,24,5,,Waket MPR: Keselamatan Transportasi Harus Jadi Perhatian Bersama,Jakarta,truk,,selamat
6093225,Selasa,24,5,,Duh! Pelajar di Wonogiri Tewas Tabrakan Saat Berangkat Sekolah,Wonogiri,motor,sedan,tewas
6093109,Selasa,24,5,,Kolonel Priyanto Klaim Tidur Saat Mobil Tabrak Handi-Salsa,Jakarta,"mobil, motor",sedan,tewas
6092999,Selasa,24,5,,Kolonel Priyanto Ragukan soal Pasir di Hasil Visum Kematian Handi,Jakarta,"mobil, bus",sedan,
6092607,Selasa,24,5,,"Tabrakan Angkot Vs Mobil Dinas di Dramaga Bogor, 2 Orang Terluka",Bogor,mobil,angkot,
6092197,Selasa,24,5,,"Berkas Lengkap, Kasus Lakalantas Tewaskan Bocah di Minsel Segera Sidang",Minahasa Selatan,mobil,,"tewas, selamat"
6092208,Selasa,24,5,,"'Adu Banteng' Motor vs Motor di Leuwisadeng Bogor, 3 Orang Luka-luka",Jakarta,"motor, truk",sedan,tewas
6092123,Senin,23,5,,Jabar Hari Ini: Pria Teror Bank Diduga Bawa Bom dan Garut KLB PMK,Bandung,"motor, bus",minibus,tewas
6091946,Senin,23,5,,Menhub Minta Budaya Tertib Lalu Lintas Ditanamkan pada Anak Sejak Dini,Jakarta,"mobil, motor, bus",,selamat
6091617,Senin,23,5,,"Marak Kecelakaan Bus, Menhub Singgung soal Sopir Tembak",Sleman,"mobil, truk, bus",,"tewas, selamat"
6091415,Senin,23,5,,70 Kecelakaan Lalin di Kulon Progo Sebulan Ini: 10 Tewas-116 Luka,Kulon Progo,"mobil, truk",,selamat
6091177,Senin,23,5,,Sopir Elf Maut Karawang jadi Tersangka Gegara Microsleep,Karawang,"mobil, motor, bus",minibus,"tewas, cedera"
6090873,Senin,23,5,,"Pecah Ban, Truk Terguling di Tol Purwodadi-Malang KM 68",Malang,"truk, bus",sedan,selamat
6090812,Senin,23,5,,Lalin Tol Sidoarjo Arah Porong Padat,Sidoarjo,bus,,tewas
6090695,Senin,23,5,,"Efek Bus Maut Ciamis, Dishub Peringatkan Pengusaha Angkutan Jabar",Bandung,bus,sedan,"tewas, selamat"
6090667,Senin,23,5,,Terungkap Identitas Dua Mayat yang Ditemukan di Parit Sidoarjo,Sidoarjo,motor,sedan,tewas
6090627,Senin,23,5,,"Elf Maut Tewaskan 7 Orang di Karawang, Sopir jadi Tersangka",Bandung,bus,minibus,tewas
6090571,Senin,23,5,,Tanda Tanya Penemuan Dua Mayat Pria di Parit Sidoarjo,Sidoarjo,"motor, bus",,tewas
6090450,Senin,23,5,,"Aiptu Jailani, Legenda Polantas Jujur dari Gresik",Jakarta,motor,sedan,
6090445,Senin,23,5,,"Waspada! Tak Cuma Pakai Kamera ETLE, Polisi Bisa Tilang Pakai HP",Jakarta,"mobil, motor",sedan,
6090239,Minggu,22,5,,Polisi Belum Pastikan Dua Orang Tewas di Parit Sidoarjo Korban Pembunuhan,Sidoarjo,motor,,
6090265,Minggu,22,5,,"Kecelakaan di Serpong Tangsel, Mobil Terbalik hingga Mengeluarkan Asap",Jakarta,"mobil, motor",sedan,tewas
6090020,Minggu,22,5,,"Jangan Hanya Salahkan Sopir saat Kecelakaan, Pemilik Bus Juga Harus Ditindak",Jakarta,bus,,selamat
6089970,Minggu,22,5,,"2 Motor Adu Banteng di Bekasi, 3 Orang Tewas Salah Satunya Polisi",Jakarta,"mobil, motor, bus",,
6089772,Minggu,22,5,,Sopir Bus Maut Penabrak Kendaraan-Rumah Warga di Ciamis Belum Ditemukan,Ciamis,"mobil, motor, bus",,tewas
6089552,Minggu,22,5,,Porak Porandanya Rumah yang Ditabrak Bus Maut di Ciamis,Ciamis,"mobil, truk, bus",sedan,tewas
6089396,Minggu,22,5,,Cerita Warga Melihat Ngerinya Bus Maut Tabrak Kendaraan-Rumah di Ciamis,Ciamis,"mobil, motor, bus",sedan,tewas
6089340,Minggu,22,5,,Perempuan Tewas Kecelakaan Motor Gegara Jalan Bergelombang di Sukabumi,Sukabumi,motor,angkot,"tewas, cedera"
6089329,Minggu,22,5,,Teriakan Penumpang saat Tragedi Bus Maut di Ciamis,Ciamis,"mobil, motor, bus",,"tewas, selamat"
6089191,Minggu,22,5,,Tragedi Maut Bus Peziarah Tabrak Rumah di Ciamis,Ciamis,"mobil, motor, bus",sedan,"tewas, selamat"
6089198,Minggu,22,5,,"Gagal Nyalip, Pemotor di Bogor Tewas Terlindas Truk",Jakarta,"mobil, motor, truk, bus",,tewas
6089154,Minggu,22,5,,Kesaksian Penumpang Saat Bus Oleng dan Tabrak Rumah di Ciamis,Ciamis,"mobil, bus",,"tewas, selamat"
6089089,Sabtu,21,5,,"Truk Bawa Ayam Terguling di Tol JORR, Lalin Sempat Macet",Jakarta,"truk, bus",,
6089071,Sabtu,21,5,,Polda Jabar Usut Penyebab Laka Maut Bus Tabrak Rumah di Ciamis,Bandung,"mobil, motor, bus",,tewas
6088985,Sabtu,21,5,,Bus Rombongan Peziarah Tabrak 3 Rumah di Ciamis,Ciamis,"mobil, motor, bus",sedan,
6088897,Sabtu,21,5,,"Ugal-ugalan di Jalan, Remaja di Asahan Tewas di Kolong Mobil Pikap",Asahan,"mobil, motor, truk","sedan, pikap",
6088794,Sabtu,21,5,,"Pemotor Tertabrak Mobil Sampai Terpental, Begini Aturan Berbelok di Persimpangan",Jakarta,"mobil, motor, truk",tronton,
6088315,Sabtu,21,5,,"Bangkai Mobil Bekas Laka di Ciamis 'Singgah' di SPBU, Kok Bisa?",Ciamis,"mobil, motor, truk, bus",minibus,
6088549,Sabtu,21,5,,"Viral Video Mobil Tabrak Pemotor hingga Terpental di Kulon Progo, Ini Faktanya",Jakarta,"mobil, motor",sedan,
6088231,Sabtu,21,5,,Melihat Tempat 'Singgah' Bangkai Mobil Bekas Laka di Sumedang,Sumedang,"mobil, truk, bus","minibus, sedan",
6088357,Sabtu,21,5,,Setiap Jam Ada 2 Orang Meninggal Dunia karena Kecelakaan Lalu Lintas di Indonesia,Jakarta,"mobil, motor, bus",,meninggal
6088402,Sabtu,21,5,,"2 Motor di Bogor 'Adu Banteng', Seorang Pengendara Tewas",Bogor,motor,,
