Judul,Tanggal,Penulis,Label,Kota,Content,Url
Kecelakaan Maut 2 Remaja Sukabumi Tewas Terlindas Truk,"Selasa, 14 Maret 2023 - 13:04 WIB",Dharmawan Hadi,daerah,SUKABUMI,"SUKABUMI - Kecelakaan maut menimpa dua remaja Sukabumi yang sedang berboncengan sepeda motor di Jalan Nasional Bogor- Sukabumi tepatnya Kampung Cibeber Girang, Desa Tenjoayu, Cicurug, Selasa (14/3/2023). Keduanya tewas usai tertabrak dan dilindas dump truck. Peristiwa tabrakan maut tersebut terjadi pukul 22.30 WIB, melibatkan 2 unit truk dan 1 unit sepeda motor.  Baca Juga      Tabrakan Maut di Jalinsum, Pengendara Motor Tewas Mengenaskan    ""Kendaraan yang terlibat laka (kecelakaan), yang pertama kendaraan Mitsubishi Fuso dump truck B 9482 UIU warna orange, lalu sepeda motor Yamaha Mio GT bernomor polisi F 4273 MA dan ketiga truk Hino TI bernomor polisi B 9319 NYU,"" kata Kanit Gakkum Satlantas Polres Sukabumi, Ipda M Yanuar FajarFajar, Selasa (14/3/2023).Kronologi kecelakaan, awalnya kendaraan Mitsubishi Fuso dump truck warna orange yang dikemudikan Hari Sumadi (39) melaju dari arah Bogor menuju Sukabumi. Lalu setibanya di tempat kejadian menabrak sepeda motor Yamaha Mio GT yang dikendarai Abdul Muslih (22) membawa penumpang M Rizal Fauzi (16).""Setelah itu kendaraan truk Hino TI yang dikemudikan Dodi Lesmana (36) kemudian ke kanan jalan dan menabrak sebuah rumah milik warga yang berada di pinggir jalan raya. Peristiwa laka lantas tersebut saat ini masih dalam proses penyelidikan Unit Gakkum Satlantas Polres Sukabumi,"" ujar Fajar.Lebih lanjut Fajar menerangkan, kedua korban yang meninggal dunia adalah pengendara sepeda motor Yamaha Mio GT, Abdul Muslih warga Kampung Peuteuy Condong RT 02/10, Desa Songgom, Kecamatan Gekbrong, Kabupaten Cianjur, yang mengalami cidera kepala berat, sobek terbuka di bagian perut dan paha kanan serta retak di dada.  Baca Juga      Kronologi Tabrakan Maut Tewaskan 7 Orang di Tol Batang    ""Korban yang kedua, penumpang sepeda motor Yamaha Mio GT, M Rifal Fauzi, warga Kampung Sindang Palay RT 05/06, Desa Pasawahan, Kecamatan Cicurug, Kabupaten Sukabumi. Korban mengalami luka cidera kepala berat dan sobek di bagian perut,"" ujar Fajar.  Lihat Juga: Minibus Kontra Sepeda Motor di Lubuk Pakam, Satu Tewas (shf)",https://daerah.sindonews.com/read/1046371/701/kecelakaan-maut-2-remaja-sukabumi-tewas-terlindas-truk-1678770215
"Tabrakan dengan Truk di Pangandaran, Sopir Ambulans Tewas Terjepit","Senin, 13 Maret 2023 - 12:54 WIB",Irfan Ramdiansyah,daerah,PANGANDARAN,"PANGANDARAN - Diduga  hilang kendali saat menyalip kendaraan di depannya, truk pengangkut sepeda motor  bertabrakan dengan ambulans, Senin (13/3/2023). Peristiwa itu terjadi di Jalan Raya Nasional Pangandaran-Banjar , tepatnya di Dusun Cihideung, Desa Ciganjeng, Kecamatan Padaherang, Pangandaran.Akibat tabrakan tersebut, sopir ambulans tewas di tempat. Proses evakuasi korban pun berjalan dramatis, karena korban terjepit badan mobil. Kejadian tersebut berawal saat truk bermuatan sepeda motor bernopol D 9276 AF yang dikemudikan oleh Aldi Ramadan warga Bandung datang dari arah Banjar menuju pangandaran.Tepat di TKP truk tersebut oleng saat menyalip kendaraan di depannya. Dari arah berlawanan datang mobil ambulans bernopol Z 9905 TA yang dikemudikan Laurensius Suntoro warga Banjar Anyar, Ciamis. Tabrakan pun tak dapat dihindari hingga ambulans tersebut terseret dan menabrak warung sayuran di pinggir jalan.Baca: Rektor Universitas Udayana Bali Jadi Tersangka Korupsi Dana Sumbangan Mahasiswa Rp443 Miliar. Kanit Lantas Polsek Kalipucang Aipda Agus Diksi mengatakan, dengan kejadian tabrakan tersebut pengemudi mobil ambulans meninggal di tempat. ""Kondisi korban meninggal dalam keadaan terjepit,"" ujar Agus.  Lihat Juga: Yuk, Buka Puasa dengan Makanan dan Minuman Hits yang Dibikin Sendiri! (nag)",https://daerah.sindonews.com/read/1045461/701/tabrakan-dengan-truk-di-pangandaran-sopir-ambulans-tewas-terjepit-1678683793
Pemotor Wanita asal Bekasi Tewas Tertabrak Bus Transjakarta di Cempaka Putih,"Senin, 13 Maret 2023 - 11:16 WIB",Muhammad Refi Sandi,metro,JAKARTA,"JAKARTA - Seorang  pengendara motor  wanita tewas tertabrak bus Transjakarta  di Jalan Letjen Suprapto, Cempaka Putih, Jakarta Pusat, pada Senin (13/3/2023). Diduga kuat korban tertabrak setelah menerobos jalur busway. Kecelakaan lalu lintas ini diunggah laman Instagram @wargajakpus. ""Seorang wanita pengendara sepeda motor tewas tertabrak bus Transjakarta di jalur busway Jl Letjend Suprapto, Cempaka Putih,"" tulis akun tersebut dikutip MPI.Dalam video terlihat korban dimasukkan ke kantong jenazah berwarna biru oleh petugas kepolisian. Informasi dari akun Instagram tersebut korban tertabrak bus Transjakarta dengan nomor lambung bus MB-1633.Salah seorang petugas kepolisian di lokasi mengatakan, korban diduga tertabrak bus Transjakarta usai menerobos jalur busway. Selanjutnya jasad korban yang merupakan warga Kabupaten Bekasi dibawa petugas ke RSCM.  Baca Juga      Merasa Janggal, DPRD DKI Panggil Transjakarta Soal Penghapusan Aset 417 Bus    Kasat Lantas Polres Jakarta Pusat Kompol Purwanta mengatakan, kecelakaan yang menewaskan pemotor itu ditangani Unit Laka Ditlantas Polda Metro Jaya. ""Ke Polda ya, laka Polda yang menangani,"" kata Purwanta saat dikonfirmasi.Kepala Divisi Sekretaris Perusahaan Transjakarta Apriastini Bakti Bugiansri enggan berkomentar terkait kasus kecelakaan tersebut. ""Mohon maaf sudah ditangani oleh unit kecelakaan Ditlantas Polda Metro Jaya,"" ucap Apri.  Lihat Juga: PT Transjakarta Akan Jalankan 4 Rekomendasi dari Polda Metro Jaya (hab)",https://metro.sindonews.com/read/1045379/170/pemotor-wanita-asal-bekasi-tewas-tertabrak-bus-transjakarta-di-cempaka-putih-1678680209
"5 Tewas Akibat Bus Tabrak 2 Truk di Rembang, Sopir Jadi Tersangka","Sabtu, 11 Maret 2023 - 18:20 WIB",Musyafa Musa,daerah,REMBANG,"REMBANG - Tabrakan maut antara Bus Widji Lestari yang melaju dari Semarang, tujuan Surabaya, dengan dua truk tronton dari arah berlawanan, mengakibatkan lima orang tewas. Polisi menetapkan sopir Bus Widji Lestari sebagai tersangka tabrakan maut tersebut.  Baca Juga      Ngebut di Pantura Situbondo, Pengendara Moge Harley Davidson Tewas Tabrak Bus    Peristiwa tabrakan maut ini, terjadi di Jalur Pantura Desa Pasar Bangi, Kabupaten Rembang, Jawa Tengah, Jumat (10/3/2023). Empat orang tewas seketika di lokasi tabrakan maut tersebut. Sementara satu korban lagi meninggal, setelah menjalani perawatan medis di RSUD dr R. Soetrasno Rembang, Sabtu (11/3/2023). Korban meninggal ke lima dalam tabrakan maut itu, diketahui bernama Kastur (39) warga Desa Cabak, Kecamatan Tlogowungu, Kabupaten Pati.   Baca Juga      Gunung Merapi Meletus di Sabtu Legi, Ini Penampakannya    Korban meninggal merupakan penumpang Bus Widji Lestari, yang mengalami luka berat di bagian kepala. Ada enam korban luka-luka dalam tabrakan maut tersebut, yang dirawat di RSUD dr R. Soetrasno Rembang. Mereka semua penumpang Bus Widji Lestari, satu meninggal dunia, dan empat sudah diperbolehkan pulang.Sementara satu korban lagi, harus dirujuk ke RSUD Moewardi Solo, untuk mendapatkan penanganan medis lebih intensif. Kapolres Rembang, Dandy Ario Yustiawan mengatakan, telah menetapkan sopir Bus Widji Lestari, Abdullah warga Temayang, Kabupaten Bojonegoro, Jawa Timur, sebagai tersangka dalam tabrakan maut ini.  Baca Juga      Sadis! KKB Egianus Kogoya Jadikan Ibu dan Anak Tameng Hidup, Jenderal Berdarah Kopassus: Tindakan Pengecut    ""Sopir bus ditetapkan sebagai tersangka dalam tabrakan maut ini, karena dari hasil penyelidikan dan olah Tempat Kejadian Perkara (TKP), sopir bus dinilai lalai sehingga mengakibatkan terjadinya tabrakan maut ini. Sopir bus tidak memperhatikan situasi saat hendak mendahului kendaraan lain,"" tegas Dandy.Namun, karena sopir bus turut meninggal dunia dalam tabrakan maut tersebut, akhirnya proses hukum terhadapnya dihentikan. Terkait dengan adanya dugaan aksi kebut-kebutan tiga bus sebelum terjadi tabrakan maut, Dandy menegaskan akan melakukan penyelidikan dengan memeriksa sejumlah CCTV dan saksi.  Lihat Juga: Dua Tewas, Honda GL Pro Hantam Mobil Box di Jalan Medan-Pematangsiantar (eyt)",https://daerah.sindonews.com/read/1044317/707/5-tewas-akibat-bus-tabrak-2-truk-di-rembang-sopir-jadi-tersangka-1678532624
"Pemotor Emak-emak Tabrak Innova di Tambora, Motor dan Mobil Rusak Parah","Sabtu, 11 Maret 2023 - 18:07 WIB",Dimas Choirul,metro,JAKARTA,"JAKARTA -  Sepeda motor  yang dikendarai emak-emak berinisial ES (51), terlibat tabrakan dengan mobil Kijang Innova di dekat jalan layang Angke, Tambora, Jakarta Barat, Sabtu (11/3/2023). Akibat tabrakan ini, baik sepeda motor maupun mobil sama-sama mengalami kerusakan parah.  Baca Juga      Pemotor Emak-emak Sedang Bonceng Anak Tewas Terlindas Truk di Koja    Kanit Gakkum Satlantas Polres Metro Jakarta Barat AKP Agus Suwito mengatakan, kejadian bermula saat pengendera motor melaju dari arah Timur menuju Barat di Jalan Pangeran Tubagus Angke.""Setibanya dekat jalan layang Angke, ES mengambil lajur terlalu ke kanan. Selanjutnya menabrak bagian depan kanan kendaraan Kijang Innova yang dikemudikan LM yang melaju dari arah berlawanan,"" ujar Agus dalam keterangannya.  Baca Juga      Memilukan! Ayah dan Anak Tewas Ditabrak Bus saat Berangkat ke Sekolah    Akibat tabrakan ini, pemotor ES mengalami luka pada bagian wajah dan mulut. Sementara epeda motor yang dikendarainya mengalami kerusakan parah pada bagian bodi depan dan roda depan lepas.""Untuk kendararaan minibus Toyota Inova mengalami kerusakan pada bodi, bemper depan kanan patah, dan lampu depan kanan pecah,"" katanya.Petugas Satlantas yang mengetahui kejadian kemudian mendatangi lokasi dan langsung mengevakuasi korban ke rumah sakit agar mendapat perawatan medis.Polisi masih menyelidiki kasus kecelakaan ini. ""Kami sedang memeriksa saksi-saksi untuk membuat surat keterangan di TKP dan mengamankan barang bukti milik korban,"" pungkasnya.  Lihat Juga: Pemotor Emak-emak Tabrak Innova di Tambora, Motor dan Mobil Rusak Parah (thm)",https://metro.sindonews.com/read/1044291/170/pemotor-emak-emak-tabrak-innova-di-tambora-motor-dan-mobil-rusak-parah-1678529038
"Kecelakaan Beruntun di Jalan Ahmad Yani Surabaya, 1 Tewas Ditabrak dan 2 Terluka","Sabtu, 11 Maret 2023 - 11:41 WIB",Lukman Hakim,daerah,SURABAYA,"SURABAYA - Peristiwa kecelakaan beruntun, terjadi di Jalan Ahmad Yani Surabaya. Kejadian pada Sabtu (11/3/2023) sekitar pukul 03.12 WIB itu mengakibatkan 1 orang tewas dan 2 lainnya luka-luka, Dari unggahan akun Instagram @call112surabaya menyebutkan, menurut keterangan dari warga sekitar, sebelumnya korban yang merupakan driver ojek online (ojol) sedang membawa penumpang melaju dari arah utara ke selatan.  Baca Juga      Adnan Tewas Usai Alami Kecelakaan Lalu Lintas di Enrekang    Lalu, tepat di Jalan Ahmad Yani, tiba- tiba ditabrak dari arah belakang oleh pengendara motor dengan kecepatan tinggi yang menyebabkan pengemudi dan penumpang terjatuh. Kemudian dari arah belakang juga melintas sebuah mobil yang tidak bisa menguasai laju kendaraan. Akhirnya menabrak pengemudi ojol hingga terseret sekitar 100 meter. Warga yang melihat kejadian tersebut menghubungi 112 untuk mendapat pertolongan.  Baca Juga      Kondisi Jalan Rusak Picu Peningkatan Kecelakaan Lalu Lintas di Maros    Pengemudi ojol tersebut ternyata terjepit di bawah mobil. Petugas gabungan kemudian melakukan pengecekan terhadap korban tersebut. ""Dari pengecekan tersebut 1 orang korban pengemudi dinyatakan meninggal dunia. Pengemudi yang menabrak diduga terpengaruh minuman alkohol dikarenakan terdapat bau alkohol menyengat di pakaian korban,"" tulis akun Instagram @call112surabaya, dikutip Sabtu (11/3/2023).  Lihat Juga: Buka Puasa Tidak Bikin Ngantuk saat Tarawih, Ini Caranya (san)",https://daerah.sindonews.com/read/1044061/704/kecelakaan-beruntun-di-jalan-ahmad-yani-surabaya-1-tewas-ditabrak-dan-2-terluka-1678507430
Memilukan! Ayah dan Anak Tewas Ditabrak Bus saat Berangkat ke Sekolah,"Rabu, 08 Maret 2023 - 13:18 WIB",Abdul Rohman,daerah,CIREBON,"CIREBON - Ayah dan anak tewas ditabrak bisa saat berangkat ke sekolah. Peristiwa memilukan ini terjadi di Jalan Raya Samadikun, Kota Cirebon, Jawa Barat, Rabu (8/3/2023). Kecelakaan lalu lintas ini terjadi antara sepeda motor nomor polisi E 6979 CL dengan bus Setia Negara E 7742 YC melaju cukup kencang.   Baca Juga      Ayah dan Anak Tewas Ditabrak Truk Ugal-ugalan di Binjai    Saat kejadian bus berusaha menyalip kendaraan lain, namun karena terlalu memakan jalur, sehingga kendaraan bus tersebut menabrak sepeda motor.Pengendara dan pembonceng sepeda motor tewas di lokasi kejadian.""Kecelakaan ini, mengakibatkan dua orang penumpang sepeda motor meninggal dunia di lokasi. Akibat hantaman keras bus tersebut,"" kata AKP Triyono, Kasat Lantas Polres Cirebon Kota. Rabu (08/03/2023)Unit Laka Polres Cirebon Kota telah mengamankan sopir dan kernet Bus, serta meminta keterangan sejumlah saksi di lokasi kejadian  Baca Juga      Tragis! Ibu dan Anak Tewas Terlindas Truk Kontainer, Ayah Selamat    ""Kami sudah mengamankan sopir dan kernet bus tersebut. Sedangkan kedua korban yang meninggal dunia langsung dilarikan ke RS Gunung Jati Kota Cirebon, ""katanya.Detik-detik kecelakaan maut ini terekam kamera CCTV yang terpasang di sebuah bangunan milik masyarakat.""Kami sudah lihat detik-detik kecelakaan dari hasil rekaman CCTV, sehingga kita mengetahui saat kendaraan bus itu menabrak korban,"" ujarnya.  Lihat Juga: Memilukan! Ayah dan Anak Tewas Ditabrak Bus saat Berangkat ke Sekolah (shf)",https://daerah.sindonews.com/read/1041293/701/memilukan-ayah-dan-anak-tewas-ditabrak-bus-saat-berangkat-ke-sekolah-1678255408
Teh Jamus Polres Ngawi Cegah Kecelakaan Lalu Lintas di Sekitar Sekolah,"Minggu, 05 Maret 2023 - 21:01 WIB",Thomas Pulungan,daerah,NGAWI,"NGAWI - Polres Ngawi, Polda Jawa Timur, mempunyai program Teh Jamus demi keamanan dan kenyamanan masyarakat dalam melaksanakan aktivitas pagi hari. Teh Jamus Ngawi adalah singkatan dari Titik ETLE/Kepolisian Hadir Jaga Mobilisasi Masuk Sekolah Ngawi. Kegiatan Rutin Yang Ditingkatkan (KRYD) Teh Jamus merupakan manajemen operasional kepolisian berupa penempatan kehadiran anggota Polres Ngawi di titik rute kawasan aman sekolah dengan pengaturan lalu lintas dan pengamanan zone rute aman sekolah. Hal ini berdasarkan data survei volume transportasi dan potensi kecelakaan karena tingginya mobilitas transportasi dari lokasi pemukiman menuju sekolah pada pukul 06.30-07.00 WIB. ""Kegiatan KRYD Teh Jamus ini diselenggarakan mulai dari kawasan pemukiman sampai dengan kawasan sekolah, meliputi SD, SMP, dan SMA. Dalam pendahuluan ini akan dibahas bagaimanakah kondisi potensi di Kabupaten Ngawi terutama kondisi kerawanan terjadinya kecelakaan lalu lintas di depan sekolah baik SD, SMP, SMA,"" jelas Kapolres Ngawi AKBP Dwiasi Wiyatputera dalam keterangannya, Minggu (5/3/2023). Program Teh Jamus Ngawi ini berupaya untuk mencegah dan menanggulangi kecelakaan lalu lintas di sekitar sekolah. Tugas pokok Polri adalah melindungi, melayani dan mengayomi masyarakat. Tujuan dari KRYD ini adalah menjaga anak sekolah yang masuk di Ngawi terhindar dari kecelakaan dan tertib berlalu lintas. ""Tujuan program KRYD Teh Jamus ini adalah menjaga anak sekolah yang masuk sekolah terhindar dari kecelakaan dan pengguna jalan raya tertib berlalu lintas,"" jelas Kapolres. Kondisi lalu lintas di Kabupaten Ngawi, terutama kondisi perlunya kehadiran polisi di depan sekolah baik SD, SMP, SMA. Metode Preventif pencegahan yang digunakan sebagai dasar penempatan personel di titik yang dibutuhkan di zone area aman sekolah oleh Kabag Ops diawali penelitian oleh Unit Laka lantas Ngawi ini berdasarkan survei (traffic counting dan spot speed), metode analisis pedestrian dan analisis deskriptif. Dari hasil pengolahan data didapatkan jumlah pejalan kaki relatif besar (rata-rata 98 orang) dan kecepatan kendaraan relatif tinggi (kecepatan rata rata mobil 40 km/jam dan kecepatan rata-rata motor 49 km/jam). ""Oleh karena itu, sangat diperlukan Teh Jamus di Kabupaten Ngawi guna mencegah terjadinya kecelakaan yang melibatkan pelajar sekolah,"" pungkas Kapolres.  Lihat Juga: Bacaan Zikir dan Doa Buka Puasa Arab, Latin dan Keutamaan (nag)",https://daerah.sindonews.com/read/1039073/704/teh-jamus-polres-ngawi-cegah-kecelakaan-lalu-lintas-di-sekitar-sekolah-1678025014
"Truk Tabrak Tiang Listrik hingga Terbalik, Jalan Lintas Riau-Sumbar Macet","Sabtu, 04 Maret 2023 - 15:01 WIB",Banda Harudin Tanjung,daerah,KAMPAR,"KAMPAR - Truk pengangkut air mineral menabrak tiang listrik di Jalan Lintas Riau-Sumatera Barat (Sumbar). Sebuah truk menghantam tiang listrik hingga roboh. Akibat kecelakaan tunggal ini tiang listrik melintang di tengah jalan dan truk terbalik.""Lokasi kecelakaan lalu lintas di KM 80,2 Desa Merangin, Kecamatan Kuok, Kabupaten Kampar, Riau. Kejadian sekitar jam 7.00 WIB,"" kata Kasat Lantas Polres Kampar AKP, Rudy Sudaryono, Sabtu (4/3/2023).  Baca Juga      Ngebut, Ambulans Ringsek Tabrak Tiang Listrik hingga Patah    Dia menjelaskan, peristiwa berawal saat truk bergerak dari Sumatera Barat menuju Pekanbaru, Riau. Namun tiba-tiba truk dengan nomor polisi BM 9290 TU tersebut menghatam tiang listrik yang ada di tepi jalan.Akibatnya arus lalu lintas di jalur lintas Riau-Sumatera Barat macet.  Baca Juga      Mobil Tabrak Tiang Listrik, Mantan Sekda Aceh Barat Daya Meninggal    ""Untuk sementara arus lalu lintas kami atur buka tutup. Sopir atas nama Harmen Tasri (53) warga Batu Sangkar, Sumbar , mengalami luka di bagian kaki kiri dan kanan sedang dalam perawatan di Puskesmas,"" ujarnya.  Lihat Juga: Truk Rem Blong Seruduk Tiang Listrik di Jalan Lingkar Selatan Salatiga (shf)",https://daerah.sindonews.com/read/1038189/174/truk-tabrak-tiang-listrik-hingga-terbalik-jalan-lintas-riau-sumbar-macet-1677913430
"Awas! Akses Jalan Bekasi Jakarta Rusak Berat, Pemotor Berjatuhan","Jum'at, 03 Maret 2023 - 12:50 WIB",Jonathan Simanjuntak,metro,BEKASI,"BEKASI - Curah hujan yang tinggi yang mengguyur Kota Bekasi membuat Jalan Terusan I Gusti Ngurah Rai di Kota Bekasi rusak berlubang. Bahkan pengendara roda dua atau sepeda motor kerap jatuh di lokasi tersebut.Jalan Terusan I Gusti Ngurah Rai tepatnya berada pada simpang Fly Over Kranji arah menuju Jakarta. Berdasarkan pantauan, jalan tersebut rusak dan berlubang pada beberapa titik.Meskipun kerusakan jalan itu hanya beradius kurang lebih 30 meter namun kerusakan jalan kerap menyebabkan pengendara sepeda motor berjatuhan. Pasalnya, lubang pada jalan rusak itu juga tergolong dalam.  Baca Juga      2023, Jalan Rusak di Cikarang Bekasi Laut Diperbaiki 3 Kilometer    Kondisi jalan rusak juga menyebabkan kepadatan lalu lintas jika banyak kendaraan yang melintas. Pengendara harus menurunkan kecepatannya, belum lagi ruas jalan yang tidak luas itu harus digunakan untuk dua arah.“Ini sudah dua minggu, tadinya gak rusak karena sudah diaspal, kemudian hujan sering kan, rusak lagi,” kata Ujang, Juru Parkir kendaraan yang berada di sekitar lokasi, Jumat (3/3/2023).Ujang menjelaskan pengendara sepeda motor juga kerap berjatuhan pada pagi hari. Hal itu lantaran lubang ditutupi genangan air, belum lagi pada pagi hari banyak orang yang mengebut untuk mengejar ke Jakarta.“Kalau pagi itu biasanya mungkin karena buru-buru, ada ibu-ibu juga suka jatuh karena lubangnya ketutupan air. Itu biasanya pada luka-luka,” tuturnya.  Baca Juga      Waspada! Jalan Rusak di Kota Bekasi Tersebar di 61 Titik    Pengguna Jalan bernama Dean JP misalnya, yang harus melintasi ruas jalan itu untuk bermobilitas. Dia mengatakan ruas jalan rusak itu kerap membuat macet.“Iya jadi sering macet soalnya orang-orang kan menghindari titik rusak itu, terus bahaya juga kalau begini,” tuturnya.Dean menambahkan agar Pemerintah Daerah setempat agar bisa memperbaiki jalan tersebut agar tak kembali memakan korban jiwa. “Semoga diperbaiki lah, biar tidak ada kejadian yang tidak diinginkan,” pungkasnya.  Lihat Juga: Rajacoin Hanya Lakukan Transaksi melalui PT Mahkota Teknologi Indonesia (ams)",https://metro.sindonews.com/read/1037169/171/awas-akses-jalan-bekasi-jakarta-rusak-berat-pemotor-berjatuhan-1677819808
Kasus Dua Sejoli yang Pacaran di Camry Plat Merah hingga Kecelakaan Diversikan,"Jum'at, 03 Maret 2023 - 09:51 WIB",Azhari Sultan,daerah,JAMBI,"JAMBI - Dua remaja pengendara mobil dinas pelat merah Toyota Camry yang mengalami kecelakaan perkaranya diversikan. Sebelumnya mereka sempat mengalami kecelakaan di Jalan Soekarno-Hatta di depan Rumah Sakit Siloam, Kota Jambi beberapa waktu lalu.""Untuk kasus laka lantas yang melibatkan anak oknum staf DPRD Provinsi Jambi perkaranya kita diversikan,"" tandas Kasat Lantas Polresta Jambi Kompol Aulia, Jumat (3/3/2023).Dia menerangkan, yang dimaksud diversi, yakni pengalihan penyelesaian perkara pidana anak dari proses peradilan pidana ke proses di luar peradilan pidana.Menurutnya, beberapa waktu lalu pihaknya sudah mempertemukan kedua orang tua mereka. Tidak hanya itu, pihaknya juga sudah berkoordinasi dengan Bapas, dinas sosial serta lembaga perlindungan anak. ""Hasilnya, kita kembalikan ke orang tuanya masing-masing dan tidak ada penahanan karena masih sekolah,"" ungkap Aulia.Untuk kondisi keduanya, kata Kasat, dalam keadaan sehat. ""Saat ini, kondisi cowok Alhamdulilah sehat. Sedangkan cewek dalam proses penyembuhan,"" tutur Aulia.Sebelumnya, mobil mewah Toyota Camry BH 1842 Z yang dikendarai warga Kota Jambi, yakni MSA (17) warga Kelurahan Rawasari, Kecamatan Alambarajo tersebut masih melaju dengan kecepatan tinggi.Tepat di depan Rumah Sakit Siloam, mobil lepas kendali yang akhirnya menabrak tiang reklame yang berada di median jalan.Selanjutnya, dalam video viral saat kejadian terlihat sesosok wanita keluar dari mobil mewah tersebut kabur dalam keadaan nyaris tanpa busana.Dari pengakuan anak baru gede (ABG) berinisial TAC (16), warga Kelurahan Talangbanjar, Kecamatan Jambi Timur, Kota Jambi tersebut kepada petugas, dia bersama pacarnya dikejar oleh dua orang saat berada di simpang bandara Jambi.  Lihat Juga: Sunnah Sahur dan Berbuka Puasa Ramadhan yang Perlu Diketahui",https://daerah.sindonews.com/read/1037003/174/kasus-dua-sejoli-yang-pacaran-di-camry-plat-merah-hingga-kecelakaan-diversikan-1677808981
Ustaz Yusuf Mansur Tegaskan Kabar Dirinya Terbaring Sakit Akibat Kecelakaan Hoaks,"Kamis, 02 Maret 2023 - 18:12 WIB",MNC Media,,JAKARTA,"JAKARTA - Ulama ternama Ustaz Yusuf Mansur menyanggah kabar dirinya terbaring di atas ranjang rumah sakit dengan selang oksigen di hidung akibat kecelakaan di jalan tol. Kabar tersebut dikatakan Ustaz Yusuf Mansur adalah hoaks.Namun begitu, Ustaz Yusuf Mansur bersyukur meski ada yang menyebarkan kabar bohong tentang dirinya.""Insya Allah kalau orang diberitain kecelakaan, apalagi meninggal berarti Insya Allah itu doa baik-baik saja, sehat dan panjang umur,"" ujarnya dalam unggahan video yang menunjukkan dirinya dalam keadaan sehat melalui akun Instagram @yusufmansurnew, seperti dikutip Kamis (2/3/2023).Ustaz Yusuf Mansur juga dalam unggahan terpisah repost video animasi di akun media sosialnya. Baca juga: Ustaz Yusuf Mansur Apresiasi Respons Cepat Jasa Marga Perbaiki Jalan Tol Teks pada unggahan video tersebut bertuliskan: 'bikin status ah, biar orang tahu kalo aku masih napas... hahaha'.""Hahaha. pas banget nih postingan dari @kodereels. Mksh ya. Buat jawab hoax2 soal saya kena kecelakaan, dan bahkan dikabarkan wafat,"" kata Ustaz Yusuf Mansur yang merupakan Bacaleg DPR RI dari Partai Persatuan Indonesia (Perindo) Dapil DKI Jakarta I (Jakarta Timur) itu.Ustaz Yusuf Mansur mengakui pada akhir pekan lalu memang kendaraan miliknya mengalami insiden pecah ban di Jakarta-Cikampek KM 65 yang banyak berlubang besar.""Ya betul. Kena pecah ban. Di JalanTol 2x kena lobang. Plus gelembung jalannya,"" ujar Ustaz Yusuf Mansur yang bernama panjang H Jam’an Nurchotib Mansur S.H.I, M.E itu.Aspirasi pengguna jalan tol tentang perlunya perbaikan jalan tol berlubang yang diwakili Ustaz Yusuf Mansur pascainsiden pecah ban yang dialaminya di jalan tol Jakarta-Cikampek KM 65 langsung mendapatkan respons Jasa Marga, berupa permohonan maaf dan tindak lanjut penambalan serta pengerasan jalan tol.""Tapi ya gpp banget2. Malah jadi pengalaman. Ngobrol banyak sama penguna jalan tol yang banyak pengalaman serupa. Jadi bisa bersyukur,"" ujarnya. Bantahan itu disampaikan Pimpinan Pondok Pesantren Tahfizh Daarul Quran ini, menyusul adanya salah satu akun media sosial yang mengunggah kabar bahwa Ustaz Yusuf Mansur sedang dirawat di rumah sakit akibat kecelakaan.""Pak Yusuf Mansur kecelakaan di tol Cipularang Mohon do'a,"" tulis akun @QianXXX sembari mengunggah foto Ustaz Yusuf Mansur yang sedang terbaring di atas ranjang rumah sakit dengan selang oksigen di hidung.  Lihat Juga: ES Teler Sajian Segar untuk Buka Puasa, Ini Cara Membuatnya (maf)",https://nasional.sindonews.com/read/1036557/15/ustaz-yusuf-mansur-tegaskan-kabar-dirinya-terbaring-sakit-akibat-kecelakaan-hoaks-1677755014
"Angkot Tabrak Truk Pengangkut Ayam di Tol Jagorawi, 11 Orang Terluka","Senin, 27 Februari 2023 - 13:41 WIB",Putra Ramadhani Astyawan,metro,BOGOR,"BOGOR - Angkutan kota (angkot) yang membawa rombongan mengalami kecelakaan di  Tol Jagorawi  KM 42, Bogor, Senin (27/2/2023) pagi. Angkot menabarak truk pengangkut ayam hingga bagian depan ringsek.Budi menjelaskan, kecelakaan itu bermula ketika angkot yang dikendarai AM (63), melaju dari arah Ciawi menuju Bogor sekitar pukul 09.27 WIB.  Baca Juga      Terlibat Kecelakaan Beruntun di Tol Jagorawi, Mobil Polisi Ringsek    Angkot awalnya melaju di lajur 2. Angkot kemudian ingin pindah ke bahu jalan.""Tiba-tiba ada kendaraan gangguan (truk ayam) di bahu jalan. Angkot kurang antisipasi sehingga menabrak kendaraan yang gangguan itu,"" jelasnya.Akibatnya, bagian depan angkot mengalami kerusakan cukup parah. Kedua kendaraan yang terlibat kecelakaan sudah dievakuasi petugas ke Pos Ciawi.  Lihat Juga: Inilah Cara Berbuka Puasa Sesuai Sunah Rasul (thm)",https://metro.sindonews.com/read/1033475/170/angkot-tabrak-truk-pengangkut-ayam-di-tol-jagorawi-11-orang-terluka-1677477766
